Region,Crop,Date,Rainfall_mm,Temperature_C,Soil_moisture_pct,NDVI,LST_C,Yield_kg_ha,Area_cultivated_ha,Market_price_Birr_kg,Supply_tons,Demand_index,Season
SNNPR,Maize,2015-04-11,81.8,25.9,39.5,0.898,17.9,2941.0,86.8,50.56,1821.4,0.68,Belg
Gambella,Barley,2019-12-19,13.1,25.9,45.7,0.424,29.0,3232.5,39.65,46.14,2953.7,1.19,Bega
SNNPR,Barley,2022-02-27,101.9,30.5,11.6,0.387,28.6,3244.9,22.53,76.39,809.0,0.79,Bega
Somali,Wheat,2016-06-13,54.3,23.6,12.4,0.695,27.4,2394.4,32.1,98.91,4599.4,1.51,Meher
Benishangul-Gumuz,Wheat,2022-12-12,128.2,30.3,24.2,0.756,16.1,2007.4,22.18,84.59,3235.5,1.15,Bega
Gambella,Maize,2024-09-21,21.9,30.7,13.7,0.337,28.3,2491.2,88.67,55.34,3540.8,1.95,Meher
Somali,Coffee,2019-02-03,129.7,26.9,19.6,0.323,27.0,1402.3,17.58,75.85,2155.1,1.47,Bega
Benishangul-Gumuz,Wheat,2018-07-24,88.6,22.4,12.9,0.805,33.1,1964.1,13.94,27.93,3777.3,1.47,Meher
Somali,Maize,2022-02-07,54.6,26.1,35.5,0.506,32.0,2024.7,79.14,14.72,4627.8,1.8,Bega
Tigray,Sesame,2024-07-22,183.0,26.8,26.5,0.466,30.5,2565.4,47.57,67.24,4148.8,1.37,Meher
Tigray,Maize,2020-05-31,183.8,22.7,11.3,0.539,27.1,2720.4,20.76,66.43,4346.3,1.9,Belg
Somali,Coffee,2017-11-05,110.7,31.6,31.0,0.374,22.0,2240.8,95.35,19.57,759.5,1.47,Bega
Tigray,Coffee,2017-10-25,90.0,22.6,22.7,0.288,36.6,1168.0,44.54,50.52,2351.6,0.58,Meher
Oromia,Sorghum,2021-03-06,7.0,26.2,15.4,0.729,40.7,617.5,42.16,27.96,4835.6,0.83,Belg
Gambella,Wheat,2024-04-11,58.2,14.5,11.6,0.243,24.3,2129.7,1.31,76.1,2774.5,1.87,Belg
Amhara,Wheat,2022-03-20,218.0,28.3,43.3,0.359,37.2,2692.4,93.81,19.82,2247.2,1.07,Belg
Gambella,Wheat,2017-10-23,211.2,31.9,44.2,0.373,22.2,816.3,8.37,20.04,2937.8,1.63,Meher
Tigray,Coffee,2017-11-25,51.8,24.4,13.3,0.792,21.2,2016.2,11.6,58.3,2054.8,1.24,Bega
Benishangul-Gumuz,Wheat,2016-03-08,177.0,25.3,21.7,0.752,39.7,3549.8,78.4,49.25,2638.1,0.88,Belg
Oromia,Sorghum,2023-04-01,67.0,26.5,25.9,0.796,23.8,2343.6,46.44,18.46,2285.2,1.67,Belg
Benishangul-Gumuz,Sesame,2023-07-24,8.9,19.8,45.1,0.671,21.8,2898.8,52.92,56.64,2114.5,1.3,Meher
Somali,Coffee,2023-11-06,210.3,13.5,11.5,0.38,36.2,2958.5,97.95,65.28,4480.2,1.13,Bega
Tigray,Teff,2024-01-10,140.8,20.0,45.7,0.342,17.8,2143.5,90.32,71.35,1069.8,0.75,Bega
Amhara,Teff,2018-11-20,74.6,26.6,13.4,0.579,27.8,2839.5,5.65,62.16,3498.6,0.79,Bega
Tigray,Barley,2016-11-21,47.9,28.5,27.8,0.428,18.3,4036.8,62.23,80.29,4671.4,0.77,Bega
Gambella,Barley,2024-03-17,42.8,19.6,23.7,0.266,40.3,3466.4,39.99,46.82,310.0,0.5,Belg
Amhara,Maize,2024-03-16,71.4,24.7,19.3,0.619,34.8,3170.9,18.92,71.47,2095.3,0.91,Belg
Amhara,Maize,2023-08-05,82.1,18.8,24.6,0.348,26.4,2502.6,70.3,28.58,4503.0,1.74,Meher
Oromia,Sorghum,2019-05-12,242.4,14.7,47.8,0.864,24.2,2149.5,38.99,72.05,1932.5,1.65,Belg
SNNPR,Sesame,2020-08-26,35.4,25.9,37.8,0.241,39.1,2518.0,33.44,89.41,4485.5,0.52,Meher
Oromia,Sesame,2021-11-21,106.7,28.8,15.0,0.55,24.0,697.6,8.02,63.16,2974.5,0.8,Bega
Benishangul-Gumuz,Coffee,2024-07-03,77.4,27.8,17.1,0.838,26.0,2609.3,59.11,77.59,4284.5,1.1,Meher
Oromia,Wheat,2017-07-28,58.4,28.7,17.6,0.208,46.1,2008.8,69.39,73.66,135.6,1.87,Meher
Tigray,Barley,2022-01-21,19.5,29.3,11.7,0.59,31.6,1326.2,56.52,77.84,3721.6,1.64,Bega
Benishangul-Gumuz,Coffee,2016-09-28,66.6,23.1,39.3,0.24,22.9,2874.7,8.96,66.73,3615.2,1.21,Meher
SNNPR,Barley,2019-03-07,151.3,29.0,15.4,0.59,22.4,2767.4,23.53,75.3,111.3,0.82,Belg
Oromia,Coffee,2019-02-27,163.1,31.9,36.6,0.402,42.8,2800.9,59.33,63.85,3323.1,0.8,Bega
Tigray,Coffee,2015-07-29,50.3,34.7,45.1,0.303,26.8,2901.6,82.63,50.61,2455.5,1.17,Meher
Gambella,Maize,2022-10-22,260.9,23.1,39.7,0.4,26.4,2148.3,4.06,89.95,2084.3,0.69,Meher
Benishangul-Gumuz,Barley,2021-02-26,114.7,26.4,26.9,0.573,31.0,4908.3,85.63,11.32,2368.4,1.65,Bega
SNNPR,Sorghum,2019-11-15,122.9,18.8,14.6,0.78,29.6,1700.8,64.6,84.72,828.2,0.91,Bega
Gambella,Maize,2020-06-25,34.1,34.2,38.7,0.213,44.7,1705.1,26.1,53.48,1715.1,1.17,Meher
Oromia,Sorghum,2022-08-16,115.1,30.2,29.4,0.647,31.4,2389.9,17.82,75.11,1114.8,1.52,Meher
Benishangul-Gumuz,Sorghum,2021-05-02,108.9,38.3,24.8,0.54,33.4,1951.1,87.16,59.97,984.1,1.37,Belg
Somali,Wheat,2023-12-15,30.7,31.6,35.4,0.354,35.1,2986.6,78.06,83.82,3938.1,1.08,Bega
Gambella,Sorghum,2024-03-13,225.2,28.3,29.6,0.518,41.6,2757.1,41.84,97.55,1901.3,1.04,Belg
Somali,Maize,2018-06-09,163.1,19.6,20.4,0.237,24.9,2340.0,19.17,26.25,307.6,0.85,Meher
Somali,Teff,2019-03-08,52.5,23.4,13.1,0.136,35.3,4421.1,25.04,79.52,3587.0,0.95,Belg
Benishangul-Gumuz,Coffee,2015-05-23,217.4,17.3,31.9,0.143,34.7,2256.5,57.34,16.16,295.3,0.58,Belg
Tigray,Barley,2015-02-13,83.1,27.5,48.6,0.585,38.0,902.1,30.36,45.08,2693.4,1.04,Bega
Benishangul-Gumuz,Coffee,2021-02-06,20.8,22.5,37.2,0.133,30.0,2674.7,0.99,10.27,1954.7,0.52,Bega
Tigray,Sesame,2015-08-27,68.1,24.1,39.8,0.484,21.0,2612.2,7.69,41.36,1896.2,0.7,Meher
Amhara,Wheat,2018-11-03,126.4,27.2,22.5,0.59,19.0,2747.3,54.63,42.19,3805.4,1.37,Bega
SNNPR,Maize,2015-03-26,126.1,8.1,48.7,0.224,20.7,2065.0,89.34,63.32,1253.3,1.52,Belg
Oromia,Coffee,2019-01-20,101.1,30.4,47.4,0.269,23.6,2554.7,43.37,74.66,1165.3,0.95,Bega
Gambella,Coffee,2023-11-11,169.7,32.5,43.3,0.768,27.6,2648.8,99.42,48.18,4405.1,0.56,Bega
SNNPR,Wheat,2021-05-06,73.0,27.1,36.9,0.482,18.8,2406.3,72.74,50.16,4339.0,1.48,Belg
Amhara,Barley,2018-01-13,6.6,28.0,36.0,0.585,15.9,3118.5,63.43,96.02,2773.8,1.31,Bega
Gambella,Sorghum,2015-03-14,86.4,33.5,17.1,0.311,32.8,3001.2,52.56,49.05,4371.2,0.61,Belg
SNNPR,Sorghum,2019-11-17,51.3,28.2,19.1,0.655,18.3,1055.9,87.2,36.49,1474.9,1.19,Bega
Tigray,Sorghum,2017-10-14,180.0,32.7,29.1,0.727,21.8,3550.9,85.95,11.48,2931.6,1.47,Meher
Somali,Teff,2020-10-26,126.1,24.2,41.5,0.513,32.1,2995.0,84.07,75.55,2484.9,1.05,Meher
Tigray,Maize,2023-12-11,42.6,34.5,45.1,0.611,35.8,2282.6,91.75,97.52,1467.3,0.65,Bega
SNNPR,Sesame,2021-11-30,78.0,20.8,40.5,0.198,39.2,1967.4,3.8,68.76,855.6,0.57,Bega
Somali,Wheat,2017-12-04,97.6,31.5,33.9,0.497,28.6,2165.3,73.07,40.23,4686.0,0.72,Bega
Somali,Wheat,2017-12-11,222.0,32.0,43.6,0.523,29.7,3491.5,77.37,67.65,770.0,1.79,Bega
Oromia,Sesame,2023-03-08,164.2,28.5,41.7,0.627,34.1,1429.2,55.39,52.71,188.0,1.5,Belg
Tigray,Teff,2016-11-01,74.8,18.9,24.8,0.887,14.7,1808.6,57.01,36.07,4774.8,1.28,Bega
Benishangul-Gumuz,Sesame,2019-01-27,207.2,17.1,28.4,0.845,33.1,2266.4,78.63,97.04,2642.2,1.56,Bega
Gambella,Maize,2024-05-12,159.7,22.3,13.7,0.402,24.2,4021.3,43.64,64.41,2043.8,1.54,Belg
Gambella,Maize,2022-05-25,69.3,24.3,36.7,0.699,23.4,1673.7,95.26,12.27,2132.5,1.63,Belg
Oromia,Wheat,2021-08-18,54.1,30.0,27.1,0.877,31.3,3936.7,18.18,21.94,2441.6,1.97,Meher
Amhara,Maize,2024-02-16,73.4,22.3,29.2,0.184,37.8,2865.2,84.88,22.35,4244.6,1.84,Bega
SNNPR,Teff,2022-06-25,144.0,23.8,15.7,0.591,32.5,3183.4,30.85,92.64,4572.0,1.05,Meher
Somali,Teff,2016-01-01,61.8,25.4,35.7,0.731,30.7,3866.9,46.7,44.16,1023.4,0.91,Bega
Amhara,Teff,2016-12-12,75.3,31.1,43.0,0.286,30.3,1416.7,51.97,37.56,4216.4,0.87,Bega
SNNPR,Coffee,2021-06-24,133.2,23.9,30.0,0.747,34.2,3518.6,84.06,98.12,3737.8,0.68,Meher
Benishangul-Gumuz,Sesame,2016-11-26,260.1,21.9,14.9,0.785,19.3,3124.3,16.3,82.64,114.8,1.24,Bega
Amhara,Sorghum,2024-10-09,163.0,29.9,12.6,0.645,17.7,2612.6,23.47,16.45,3233.2,1.91,Meher
Gambella,Barley,2018-07-15,30.5,20.8,19.6,0.335,34.7,3346.1,46.48,63.27,3678.9,0.78,Meher
SNNPR,Coffee,2016-12-10,84.6,21.7,17.7,0.737,27.6,291.1,8.33,34.73,3138.9,0.82,Bega
Amhara,Coffee,2024-05-21,147.1,17.1,30.9,0.316,33.9,2188.9,59.95,83.8,519.6,1.92,Belg
Somali,Sesame,2018-05-08,238.9,31.1,28.3,0.486,35.1,1100.1,27.38,14.35,1971.4,1.99,Belg
Benishangul-Gumuz,Barley,2015-02-25,61.0,29.2,19.0,0.694,36.3,2861.1,75.34,52.91,2591.3,1.51,Bega
Somali,Sesame,2016-01-12,63.3,33.6,19.4,0.246,28.3,1492.4,78.88,89.77,221.2,0.73,Bega
Amhara,Maize,2019-06-02,73.5,23.6,37.0,0.567,28.1,1277.7,79.78,67.3,3660.9,1.68,Meher
Somali,Teff,2020-12-29,42.0,31.5,17.8,0.598,26.4,1683.6,78.01,73.47,1408.3,1.91,Bega
Benishangul-Gumuz,Sesame,2024-08-18,93.5,31.8,31.1,0.275,23.9,2457.6,36.67,17.11,827.9,0.86,Meher
Amhara,Sorghum,2023-10-17,76.3,23.4,31.2,0.389,28.8,2379.6,42.0,74.79,4310.3,1.46,Meher
Benishangul-Gumuz,Sesame,2024-09-29,24.3,17.0,31.7,0.423,30.1,3660.7,18.2,60.89,624.8,0.72,Meher
Somali,Teff,2021-11-24,231.0,18.8,36.0,0.7,19.0,2880.1,26.3,96.7,3333.1,1.65,Bega
SNNPR,Barley,2022-09-07,97.9,17.4,23.8,0.588,38.8,3127.4,82.93,44.6,4535.2,0.6,Meher
SNNPR,Coffee,2020-09-06,217.1,30.6,16.2,0.341,8.3,1982.1,85.79,92.32,3750.9,0.91,Meher
Benishangul-Gumuz,Wheat,2020-06-16,30.6,25.3,16.3,0.832,36.1,2125.7,73.79,17.31,1957.9,0.81,Meher
Oromia,Coffee,2017-05-10,114.0,19.1,14.0,0.299,22.8,2290.6,4.0,74.41,560.5,1.1,Belg
Benishangul-Gumuz,Sorghum,2017-08-18,92.6,24.8,12.5,0.544,38.5,2384.7,7.27,14.65,2025.4,0.57,Meher
Tigray,Maize,2020-11-26,112.4,26.5,33.1,0.484,25.6,2731.8,43.29,30.49,2217.5,1.39,Bega
Somali,Coffee,2023-04-15,230.7,28.0,40.4,0.717,26.5,1959.7,29.37,52.67,158.7,1.35,Belg
Oromia,Sesame,2024-11-26,2.2,18.2,26.3,0.473,33.9,2987.2,30.35,76.38,82.0,1.86,Bega
SNNPR,Maize,2017-11-04,170.9,22.9,46.3,0.803,25.1,2329.9,46.77,73.04,4467.0,0.96,Bega
Tigray,Coffee,2021-01-03,170.7,21.2,29.9,0.218,35.9,2184.7,68.55,68.69,3308.1,0.93,Bega
Amhara,Teff,2017-11-19,205.7,25.6,30.0,0.657,29.0,2394.8,42.81,18.04,4026.3,0.81,Bega
Somali,Coffee,2018-09-19,91.7,33.5,45.1,0.281,31.1,2604.4,33.92,29.31,1883.2,1.51,Meher
Oromia,Sesame,2019-01-31,148.5,27.5,21.3,0.803,17.7,3143.6,6.42,94.79,1554.2,1.18,Bega
Oromia,Sorghum,2017-10-06,29.1,29.1,43.5,0.894,30.3,2822.9,18.23,59.17,2265.7,0.8,Meher
Somali,Wheat,2023-09-19,139.6,23.9,25.2,0.329,27.6,2474.8,67.36,69.87,1482.1,1.07,Meher
Amhara,Sorghum,2023-03-01,124.1,21.2,23.4,0.537,24.3,3195.2,54.92,96.29,2738.4,1.76,Belg
SNNPR,Teff,2019-08-20,142.6,23.6,31.4,0.241,28.9,3666.2,99.11,79.78,4665.9,1.16,Meher
Somali,Coffee,2024-02-11,130.7,21.7,16.6,0.48,38.1,3627.1,47.41,17.59,1201.6,1.15,Bega
Amhara,Maize,2019-05-17,79.6,27.7,32.9,0.742,16.3,2608.2,99.97,27.87,3577.9,1.25,Belg
Tigray,Teff,2018-12-19,302.5,22.4,33.5,0.255,34.4,2034.3,62.05,96.28,4766.6,1.82,Bega
Gambella,Maize,2024-03-21,114.7,17.2,32.7,0.869,49.0,2773.5,43.34,74.93,1331.1,1.37,Belg
SNNPR,Sorghum,2017-11-25,63.7,23.3,36.8,0.843,28.6,2280.3,33.37,58.02,2998.4,1.17,Bega
Oromia,Wheat,2021-12-30,141.8,22.3,36.4,0.842,33.9,3519.2,19.32,73.1,3566.3,1.93,Bega
Amhara,Teff,2021-09-22,112.7,29.4,27.1,0.688,30.4,1899.7,91.9,55.46,2284.9,1.27,Meher
Oromia,Sesame,2020-12-20,95.9,28.6,19.7,0.301,42.4,1389.6,36.95,45.11,4061.8,0.97,Bega
Benishangul-Gumuz,Sorghum,2015-09-18,77.2,16.4,28.4,0.307,36.4,1927.3,31.17,38.25,3574.9,1.96,Meher
Oromia,Maize,2021-03-20,75.5,18.5,35.2,0.499,35.1,2704.5,37.6,90.16,692.0,1.39,Belg
Gambella,Maize,2021-02-27,29.8,21.2,24.6,0.794,38.4,2396.0,13.71,20.75,967.1,1.51,Bega
SNNPR,Teff,2023-12-18,192.3,21.5,46.3,0.887,28.0,2436.7,2.11,50.8,451.2,1.59,Bega
Oromia,Teff,2016-02-10,94.3,29.6,45.8,0.605,36.2,2534.1,60.81,96.06,3200.8,1.3,Bega
Somali,Wheat,2021-01-16,95.4,24.9,17.5,0.497,30.0,4078.9,95.79,56.77,2962.3,1.12,Bega
Oromia,Sorghum,2015-08-15,64.1,20.1,29.3,0.552,32.8,1208.4,11.97,41.12,4825.1,1.65,Meher
Gambella,Sorghum,2017-11-22,71.7,25.5,14.2,0.454,22.7,2601.5,34.86,63.98,4175.6,1.89,Bega
Amhara,Sesame,2023-02-14,126.6,33.2,36.1,0.727,36.7,2051.2,78.86,21.71,4297.0,1.02,Bega
Gambella,Barley,2024-12-11,203.8,25.2,15.2,0.665,24.3,543.0,15.75,25.35,4516.4,1.56,Bega
Oromia,Maize,2020-09-13,20.0,30.0,10.0,0.156,31.4,3075.3,60.9,39.97,1567.9,0.66,Meher
Amhara,Wheat,2017-11-02,158.9,29.1,10.4,0.208,30.5,3361.2,90.39,69.92,4726.8,0.75,Bega
Oromia,Teff,2015-07-02,300.3,26.6,33.4,0.88,36.1,2954.6,32.41,23.78,3142.4,1.35,Meher
Gambella,Maize,2022-02-09,147.5,29.4,26.6,0.573,30.0,3762.8,85.99,50.74,690.1,0.91,Bega
Amhara,Sorghum,2015-08-31,29.4,30.2,23.8,0.163,34.6,1843.5,27.88,91.59,933.2,0.72,Meher
Tigray,Sorghum,2015-05-07,84.6,23.3,42.7,0.269,17.4,2869.6,74.27,81.61,730.3,1.49,Belg
Tigray,Wheat,2023-05-13,53.6,31.5,25.0,0.626,32.0,2505.4,61.66,15.06,4471.7,1.87,Belg
Benishangul-Gumuz,Maize,2020-02-19,130.0,31.3,38.8,0.523,24.4,1477.4,0.79,42.64,3624.3,0.66,Bega
SNNPR,Teff,2017-01-21,8.9,24.1,19.1,0.668,22.6,1903.5,49.22,70.28,4483.7,0.58,Bega
Amhara,Sesame,2018-05-05,46.3,28.4,29.9,0.85,47.3,2508.6,4.44,92.61,3343.3,1.4,Belg
Oromia,Barley,2016-03-30,52.0,29.6,27.1,0.675,25.3,2199.8,73.36,72.3,2339.6,1.02,Belg
Tigray,Sorghum,2015-12-06,164.9,20.3,18.8,0.303,38.2,1762.7,6.44,71.08,1123.2,1.91,Bega
Gambella,Coffee,2016-10-20,201.8,22.0,49.1,0.564,35.3,1299.8,47.44,18.11,3885.1,1.59,Meher
Gambella,Wheat,2017-01-16,89.9,29.8,32.2,0.412,21.7,3102.6,97.9,17.54,1565.8,0.92,Bega
Amhara,Coffee,2023-12-27,111.3,18.2,27.5,0.594,24.5,3764.8,12.23,61.17,2504.5,1.93,Bega
Somali,Maize,2015-01-09,41.4,23.3,42.9,0.699,34.4,406.1,57.84,85.36,3399.6,0.58,Bega
Benishangul-Gumuz,Barley,2024-08-18,21.3,22.8,36.8,0.487,26.8,1384.6,7.36,15.04,3285.0,1.11,Meher
Amhara,Barley,2022-08-06,77.8,21.4,23.1,0.376,35.3,3178.7,81.82,40.87,3294.1,0.58,Meher
Gambella,Maize,2023-03-17,281.1,20.5,30.5,0.37,34.9,1827.0,46.41,64.55,3865.3,0.55,Belg
Gambella,Wheat,2020-04-14,149.1,29.2,46.9,0.232,35.4,2637.1,41.11,26.03,3031.0,1.33,Belg
Gambella,Maize,2020-05-21,66.0,25.0,16.3,0.533,34.9,3619.8,84.92,24.0,1664.9,1.76,Belg
Benishangul-Gumuz,Sesame,2017-11-28,352.1,30.4,33.7,0.355,32.9,2189.0,21.01,75.47,2611.1,1.33,Bega
Tigray,Teff,2016-08-03,48.0,23.2,31.6,0.587,23.7,4170.0,86.56,17.14,4133.2,0.9,Meher
Gambella,Wheat,2024-01-23,55.7,24.0,26.5,0.897,32.5,2822.1,99.37,45.04,2109.4,1.2,Bega
Gambella,Barley,2022-06-16,31.7,25.9,15.2,0.171,32.1,4309.2,32.0,75.5,2341.2,1.74,Meher
Somali,Coffee,2017-09-30,112.3,23.6,27.7,0.456,28.8,2280.1,8.05,97.81,992.2,1.35,Meher
SNNPR,Sesame,2016-07-22,39.7,21.1,31.1,0.824,32.8,3210.3,56.81,30.72,3301.6,1.73,Meher
Amhara,Barley,2024-10-06,11.0,26.3,15.6,0.438,45.5,1783.1,84.72,24.25,867.2,1.54,Meher
Oromia,Coffee,2016-04-04,15.3,29.5,40.2,0.402,36.2,870.8,4.87,84.79,1672.4,1.77,Belg
Benishangul-Gumuz,Coffee,2016-11-19,24.7,23.7,20.0,0.658,28.3,1193.4,84.43,59.02,422.0,0.99,Bega
Benishangul-Gumuz,Wheat,2018-10-19,45.4,28.1,13.4,0.334,25.9,2041.2,81.54,61.41,2608.4,1.77,Meher
Somali,Wheat,2022-08-14,83.0,32.7,15.8,0.214,33.5,3526.8,85.26,18.5,3770.6,0.87,Meher
Somali,Teff,2022-08-25,169.9,24.8,49.8,0.7,37.8,3673.7,99.32,40.66,4589.8,0.9,Meher
Somali,Wheat,2021-09-23,91.6,28.6,35.2,0.303,29.9,3670.2,8.97,41.34,1626.7,0.6,Meher
Gambella,Maize,2021-08-25,46.9,32.1,44.1,0.692,34.3,2726.2,3.31,13.41,4857.7,1.08,Meher
Oromia,Coffee,2019-11-02,94.3,29.5,36.2,0.126,30.6,3379.4,24.45,28.14,1160.3,1.82,Bega
Somali,Maize,2015-08-11,61.5,27.6,33.9,0.575,27.9,3081.1,1.42,46.87,4219.8,1.14,Meher
SNNPR,Sorghum,2019-04-26,34.0,22.5,47.0,0.28,18.5,4182.2,94.41,63.83,1650.9,1.22,Belg
Gambella,Barley,2019-04-18,66.4,18.8,38.7,0.76,39.6,4561.7,12.03,16.34,2306.4,1.1,Belg
Amhara,Coffee,2015-10-31,89.6,22.4,23.3,0.803,37.0,3846.0,50.17,96.76,3974.5,0.92,Meher
Tigray,Barley,2018-02-19,174.8,24.9,16.5,0.283,39.1,3167.4,63.64,85.4,1340.1,1.98,Bega
Benishangul-Gumuz,Sesame,2018-08-09,206.8,26.4,31.0,0.514,39.2,4111.3,49.27,74.75,4544.6,1.62,Meher
Benishangul-Gumuz,Maize,2021-12-20,21.3,15.6,42.4,0.713,24.0,2013.3,67.72,79.57,1467.9,1.64,Bega
Oromia,Sorghum,2024-04-07,134.6,32.6,35.3,0.772,33.7,1730.0,45.29,88.69,3647.6,1.1,Belg
Amhara,Sorghum,2015-02-02,43.4,36.3,40.4,0.176,33.4,1213.7,98.73,79.31,1871.6,0.98,Bega
Gambella,Sorghum,2016-10-20,118.9,22.8,45.5,0.328,31.1,2649.1,79.72,30.18,2598.7,1.02,Meher
Benishangul-Gumuz,Maize,2016-07-27,84.4,12.8,34.4,0.369,23.0,1503.7,85.94,76.52,682.2,0.78,Meher
Benishangul-Gumuz,Wheat,2023-09-18,53.5,40.0,30.2,0.138,30.0,1555.4,78.37,90.26,4170.5,1.25,Meher
Tigray,Barley,2019-01-08,61.6,15.6,20.5,0.299,34.1,3341.5,75.97,32.35,1436.8,1.67,Bega
Gambella,Teff,2019-06-01,116.3,16.3,40.4,0.772,36.0,4251.8,64.92,80.64,3331.8,0.67,Meher
Tigray,Sesame,2017-12-19,64.7,21.1,48.0,0.338,36.6,2803.0,89.48,36.43,2242.0,1.39,Bega
Amhara,Barley,2018-11-25,19.1,34.5,15.1,0.324,23.6,4109.9,28.44,93.2,1290.9,1.16,Bega
Benishangul-Gumuz,Sesame,2024-04-19,170.7,29.1,24.0,0.448,23.3,1451.4,73.02,84.56,3285.2,1.88,Belg
Oromia,Barley,2017-12-07,49.7,32.0,45.9,0.288,19.0,1759.6,3.93,24.85,288.6,1.82,Bega
Oromia,Teff,2015-11-13,32.1,28.3,18.9,0.762,27.2,2553.6,19.4,83.86,1395.1,0.56,Bega
Tigray,Barley,2023-02-07,23.8,25.7,12.3,0.436,23.4,1309.6,50.76,73.4,231.7,1.34,Bega
Somali,Teff,2017-12-01,141.4,22.3,40.8,0.515,30.1,2146.9,64.29,66.21,64.8,1.55,Bega
Gambella,Coffee,2021-12-25,114.7,23.8,48.7,0.872,31.9,1712.1,93.42,11.05,2305.6,1.87,Bega
Oromia,Barley,2024-09-10,51.4,30.5,30.0,0.482,36.3,1679.1,57.47,61.05,2728.7,1.89,Meher
Gambella,Sesame,2016-11-07,56.2,30.9,17.6,0.203,32.3,2799.9,58.58,48.67,787.1,1.31,Bega
SNNPR,Sorghum,2018-12-03,174.6,25.8,42.6,0.734,26.2,2210.5,76.55,32.08,4639.9,1.46,Bega
Amhara,Barley,2016-08-12,3.2,26.1,31.3,0.541,17.6,3500.8,65.42,51.01,4326.1,0.87,Meher
Oromia,Teff,2022-08-17,31.2,34.2,11.4,0.407,19.8,2369.8,53.67,30.99,4009.5,0.98,Meher
Tigray,Coffee,2016-11-19,131.1,12.4,34.9,0.602,21.4,2664.0,24.0,91.55,2880.4,1.5,Bega
SNNPR,Sesame,2016-02-12,66.0,22.1,25.5,0.122,30.0,2422.2,44.35,83.02,374.5,0.66,Bega
Benishangul-Gumuz,Teff,2024-12-27,30.8,32.3,24.2,0.519,22.6,3990.1,68.55,66.73,1920.0,1.95,Bega
SNNPR,Teff,2019-12-21,177.0,24.6,15.8,0.759,25.4,2014.8,7.92,57.89,1791.5,0.93,Bega
Benishangul-Gumuz,Wheat,2021-07-03,108.0,16.7,28.4,0.237,19.0,3682.7,4.62,77.13,4235.7,1.08,Meher
Gambella,Maize,2019-04-13,121.8,24.2,43.0,0.879,13.4,1976.1,56.67,85.14,1615.9,1.97,Belg
SNNPR,Coffee,2017-05-27,9.0,22.9,26.3,0.796,42.3,3652.2,92.05,16.46,2719.0,0.55,Belg
Somali,Barley,2018-08-12,125.5,16.9,12.0,0.624,17.6,2226.6,38.22,86.02,2334.1,0.8,Meher
Oromia,Wheat,2018-06-30,73.4,28.7,46.7,0.305,36.2,1968.0,7.92,10.16,2620.2,1.91,Meher
Tigray,Maize,2017-05-08,40.2,24.6,27.0,0.757,18.4,3378.9,70.7,25.66,3203.7,0.78,Belg
Somali,Barley,2016-06-29,150.9,28.9,10.6,0.683,26.1,2991.4,80.45,72.92,3067.8,0.5,Meher
Benishangul-Gumuz,Coffee,2023-03-16,9.8,27.2,40.4,0.828,29.3,3048.8,17.97,74.25,4230.7,1.07,Belg
SNNPR,Wheat,2023-11-03,95.3,24.4,35.7,0.799,27.8,1113.4,78.66,39.39,4978.2,0.95,Bega
Benishangul-Gumuz,Wheat,2019-06-29,47.8,28.2,16.5,0.557,33.4,2365.0,37.49,44.29,4107.0,0.68,Meher
Tigray,Coffee,2024-01-07,172.7,20.4,45.4,0.232,41.5,2732.9,5.8,63.57,959.1,1.28,Bega
Tigray,Barley,2023-01-14,99.7,15.3,10.9,0.694,43.6,3495.5,16.96,61.58,4775.7,0.79,Bega
Oromia,Wheat,2024-09-17,112.5,27.2,13.4,0.845,38.1,672.8,65.8,28.57,4529.1,1.31,Meher
Tigray,Teff,2017-09-21,144.4,18.1,36.6,0.149,30.3,1736.7,14.78,68.12,2767.4,1.16,Meher
SNNPR,Sesame,2015-09-26,31.7,26.1,32.6,0.704,41.5,2462.5,60.55,11.45,1010.4,1.73,Meher
Somali,Sorghum,2024-02-10,107.2,20.3,24.7,0.129,27.1,2141.4,26.59,50.44,1496.7,1.95,Bega
Benishangul-Gumuz,Teff,2021-04-01,198.7,16.3,41.6,0.832,36.4,2583.7,46.31,86.43,4881.0,0.74,Belg
Benishangul-Gumuz,Teff,2020-10-14,83.6,29.7,26.9,0.517,31.4,2021.8,35.0,98.95,3757.4,1.75,Meher
Tigray,Teff,2022-09-06,28.5,19.9,47.3,0.232,26.9,2776.6,95.93,19.66,4490.9,1.31,Meher
Benishangul-Gumuz,Sorghum,2024-08-10,61.5,23.4,26.4,0.88,36.8,1470.7,44.92,93.42,682.3,0.85,Meher
Gambella,Maize,2019-03-03,55.0,22.9,48.5,0.469,31.2,2803.1,54.83,99.83,916.1,1.74,Belg
Gambella,Wheat,2019-07-21,162.9,28.7,46.7,0.231,19.9,2337.2,42.78,84.11,2981.5,1.34,Meher
Amhara,Wheat,2024-05-02,36.3,26.2,46.8,0.569,22.8,3592.5,81.6,80.34,2058.7,0.88,Belg
SNNPR,Maize,2016-05-01,62.9,19.6,11.8,0.725,27.6,2040.0,26.97,56.2,2602.9,1.98,Belg
Oromia,Barley,2021-07-09,27.3,26.6,46.3,0.871,33.1,2033.3,7.08,69.85,1700.4,1.22,Meher
